id,age,area,floor,max_floor,y,room_num,L,D,K,S,north
30125,474,18.63,2,2,39250,1,0,0,1,0,0
30126,439,14.0,1,2,40000,1,0,0,0,0,0
30127,425,31.04,1,3,68000,1,0,1,1,0,0
30128,186,38.83,1,2,117000,2,0,1,1,0,0
30129,67,37.14,16,17,225000,1,1,1,1,0,0
30130,172,26.7,2,7,85000,1,0,0,0,0,0
30131,401,21.54,1,2,60000,1,0,0,1,0,0
30132,1,25.52,3,8,125000,1,0,0,1,0,0
30133,647,64.3,3,5,121000,2,1,1,1,0,0
30134,306,66.92,1,2,190000,1,1,1,1,0,0
30135,487,28.63,2,3,59000,1,0,0,1,0,0
30136,509,25.92,1,3,80000,1,0,0,1,0,0
30137,4,50.75,5,5,160000,1,1,1,1,1,0
30138,214,25.18,8,10,104000,1,0,0,1,0,0
30139,102,39.73,7,13,175000,1,1,1,1,0,0
30140,72,45.4,2,3,83000,1,1,1,1,1,0
30141,137,25.48,3,3,90000,1,0,0,1,0,0
30142,22,25.72,2,8,94000,1,0,0,1,0,0
30143,48,70.02,2,8,198000,3,1,1,1,0,0
30144,358,18.75,1,3,60000,1,0,0,0,0,0
30145,186,18.56,4,4,77000,1,0,0,1,0,0
30146,0,21.75,6,8,119000,1,0,0,1,0,0
30147,245,25.37,1,11,123000,1,0,0,1,0,0
30148,425,22.84,4,8,85000,1,0,0,0,0,0
30149,0,25.99,5,8,109000,1,0,0,1,0,0
30150,162,37.04,5,8,108000,1,0,0,1,0,0
30151,155,40.76,10,21,188000,1,1,1,1,0,0
30152,432,35.0,2,3,68000,2,0,1,1,0,0
30153,187,55.95,12,14,198000,2,1,1,1,0,0
30154,174,28.71,5,6,84540,1,0,0,1,0,0
30155,3,26.3,5,8,137000,1,0,0,0,0,1
30156,55,25.58,2,13,114000,1,0,0,1,0,0
30157,401,15.25,1,2,41000,1,0,0,0,0,1
30158,383,40.0,2,3,105000,2,0,1,1,0,0
30159,97,36.59,3,12,146000,1,0,0,1,0,0
30160,10,25.01,2,7,128000,1,0,0,1,0,0
30161,3,49.62,2,12,254000,1,1,1,1,0,1
30162,661,13.9,8,8,70500,1,0,0,0,0,0
30163,267,54.23,3,8,184000,1,1,1,1,1,0
30164,154,25.06,2,2,74500,1,0,0,1,0,0
30165,305,57.5,2,3,109000,2,1,1,1,0,0
30166,212,26.51,4,13,104000,1,0,0,1,0,0
30167,135,30.42,3,10,163000,1,0,0,0,0,0
30168,338,41.65,5,9,105000,2,0,1,1,0,0
30169,33,59.92,43,53,263000,1,1,1,1,0,0
30170,141,40.02,12,13,177000,1,1,1,1,0,1
30171,77,33.59,1,2,119000,1,0,1,1,0,0
30172,2,27.5,3,3,83500,1,0,0,1,0,1
30173,439,12.75,5,5,50000,1,0,0,0,0,0
30174,295,55.55,4,6,97000,3,0,1,1,0,0
30175,70,37.35,1,2,93000,1,0,1,1,0,0
30176,223,20.52,3,3,83000,1,0,0,1,0,0
30177,12,54.41,6,11,319000,2,1,1,1,0,0
30178,509,37.62,2,3,109000,1,1,1,1,1,0
30179,0,25.99,4,8,109000,1,0,0,1,0,0
30180,435,32.0,3,4,67000,2,0,0,1,0,0
30181,21,35.86,1,2,95000,1,1,1,1,0,1
30182,149,30.24,10,15,136000,1,0,1,1,0,0
30183,336,45.3,1,2,70000,2,0,1,1,0,0
30184,365,64.87,10,11,120000,3,1,1,1,0,0
30185,245,71.84,3,3,187000,3,1,1,1,0,0
30186,0,51.51,2,4,206000,3,0,1,1,0,0
30187,15,44.22,4,5,188000,1,1,1,1,0,0
30188,66,25.72,2,2,92000,1,0,0,1,0,0
30189,0,26.23,4,4,100000,1,0,0,1,0,0
30190,134,25.76,7,8,110500,1,0,0,1,0,1
30191,379,16.0,2,3,68000,1,0,0,0,0,0
30192,499,28.75,2,2,66000,1,0,0,1,0,0
30193,327,14.58,2,4,50000,1,0,0,1,0,0
30194,5,25.9,3,3,93000,1,0,0,0,0,0
30195,147,22.38,1,4,102000,1,0,0,0,0,0
30196,19,16.93,3,5,86000,1,0,0,0,0,0
30197,299,29.87,9,11,82000,1,0,0,0,0,0
30198,0,37.53,9,10,203000,1,1,1,1,0,1
30199,329,12.9,3,3,42000,1,0,0,0,0,0
30200,12,49.13,5,9,174000,1,1,1,1,0,0
30201,233,40.0,2,13,180000,2,0,1,1,0,0
30202,168,29.05,3,5,102000,1,0,0,0,0,0
30203,185,30.02,3,5,88000,1,0,0,0,0,0
30204,0,22.27,3,4,91000,1,0,0,1,0,0
30205,155,29.56,6,14,120000,1,0,0,1,0,1
30206,203,60.01,3,3,118000,2,1,1,1,0,0
30207,547,13.2,4,4,53000,1,0,0,0,0,1
30208,0,20.28,2,2,53000,1,0,0,1,0,0
30209,276,47.33,3,5,150000,3,1,1,1,0,0
30210,197,18.75,2,2,77000,1,0,0,1,0,0
30211,149,22.14,4,5,81000,1,0,0,1,0,1
30212,360,16.0,1,4,64000,1,0,0,0,0,0
30213,2,50.34,6,11,182000,2,1,1,1,0,0
30214,557,35.0,4,4,78000,2,0,1,1,0,0
30215,126,26.0,2,5,95000,1,0,0,1,0,0
30216,2,52.7,6,9,128500,1,1,1,1,1,0
30217,246,36.28,6,6,105000,1,0,0,0,0,1
30218,0,10.34,2,2,60300,1,0,0,0,0,1
30219,108,45.43,3,3,117000,1,1,1,1,0,0
30220,186,49.56,5,18,187000,1,1,1,1,0,0
30221,124,25.47,8,8,89000,1,0,0,1,0,1
30222,191,35.64,6,7,115000,1,1,1,1,0,0
30223,18,51.16,8,10,198000,2,1,1,1,0,0
30224,23,58.34,1,3,125000,2,1,1,1,0,0
30225,145,23.23,2,2,78500,1,0,0,1,0,0
30226,52,25.52,3,4,129000,1,0,0,1,0,0
30227,59,31.36,3,3,107000,1,1,1,1,0,0
30228,7,40.1,3,5,110000,1,1,1,1,0,0
30229,144,19.66,6,11,90000,1,0,0,1,0,1
30230,137,25.7,2,5,96000,1,0,1,1,0,0
30231,131,42.6,8,8,124000,1,1,1,1,0,0
30232,3,25.92,2,13,111000,1,0,0,1,0,1
30233,119,47.76,4,10,155000,1,1,1,1,0,1
30234,40,48.79,1,3,121000,2,1,1,1,0,0
30235,11,46.61,3,3,130800,1,1,1,1,0,0
30236,29,13.31,1,3,57000,1,0,0,1,0,0
30237,2,50.8,7,11,182000,2,1,1,1,0,0
30238,407,14.95,1,4,53000,1,0,0,0,0,0
30239,563,27.9,2,2,55000,1,0,1,1,0,0
30240,6,25.16,5,15,119000,1,0,0,0,0,1
30241,0,27.96,1,3,103000,1,0,0,1,0,0
30242,0,25.18,4,5,94000,1,0,0,1,0,1
30243,473,16.2,4,11,63000,1,0,0,0,0,1
30244,114,16.34,2,3,62000,1,0,0,0,0,0
30245,17,114.95,3,3,350000,3,1,1,1,0,0
30246,115,21.9,1,2,78500,1,0,0,1,0,0
30247,258,23.31,1,4,67000,1,0,0,1,0,0
30248,4,40.61,4,5,170000,1,1,1,1,0,1
30249,151,22.26,1,4,90000,1,0,0,1,0,1
30250,89,27.34,6,10,120000,1,0,0,1,0,0
30251,56,25.77,7,8,113500,1,0,0,1,0,1
30252,343,15.6,2,2,65000,1,0,0,1,0,0
30253,58,25.99,13,13,95000,1,0,0,1,0,0
30254,151,27.52,2,3,76000,1,0,0,1,0,0
30255,111,21.82,1,3,65000,1,0,0,0,0,0
30256,149,40.04,2,10,172000,1,1,1,1,0,0
30257,130,29.5,3,3,102000,1,0,0,0,0,0
30258,2,21.9,2,4,115000,1,0,0,1,0,1
30259,311,28.29,6,12,86000,1,0,0,1,0,0
30260,236,52.85,3,5,165000,2,1,1,1,0,0
30261,44,24.01,2,3,82000,1,0,0,1,0,0
30262,342,16.29,5,5,62000,1,0,0,1,0,0
30263,166,34.26,7,11,134000,1,0,0,1,0,0
30264,420,46.48,2,3,117000,2,0,1,1,0,0
30265,325,33.25,6,7,94000,1,0,0,0,0,0
30266,547,26.0,3,3,70000,2,0,1,1,0,0
30267,210,21.77,4,6,83000,1,0,0,1,0,0
30268,0,41.1,1,2,122000,1,1,1,1,0,0
30269,569,16.5,2,3,36500,1,0,0,1,0,0
30270,223,33.5,8,30,126000,1,0,0,0,0,0
30271,370,52.2,2,6,116000,2,1,1,1,0,0
30272,245,25.9,1,2,82000,1,0,0,1,0,0
30273,39,25.06,2,4,87000,1,0,0,1,0,0
30274,100,26.23,1,2,68000,1,0,0,1,0,0
30275,3,43.1,3,12,205000,1,1,1,1,0,0
30276,355,15.24,1,2,67000,1,0,0,1,0,0
30277,33,18.98,1,3,89000,1,0,0,0,0,0
30278,55,45.5,12,13,174000,1,1,1,1,0,0
30279,285,59.85,6,13,129000,3,1,1,1,0,0
30280,90,22.41,5,8,80000,1,0,0,1,0,0
30281,137,25.42,5,10,86000,1,0,0,0,0,1
30282,207,27.41,4,8,104000,1,0,1,1,0,1
30283,329,11.55,2,2,51000,1,0,0,0,0,0
30284,195,34.17,5,10,153000,1,0,1,1,0,0
30285,114,38.66,4,12,120500,1,1,1,1,0,0
30286,219,80.91,4,4,199000,3,1,1,1,0,0
30287,0,41.65,5,10,178000,1,1,1,1,0,1
30288,91,25.37,6,10,134000,1,0,0,1,0,1
30289,137,29.46,4,4,83000,1,0,0,1,0,0
30290,0,32.19,11,12,162000,1,1,1,1,0,0
30291,156,22.02,2,11,95000,1,0,0,1,0,0
30292,151,37.38,2,14,135000,1,1,1,1,0,1
30293,349,18.75,2,3,48000,1,0,0,1,0,0
30294,109,67.12,2,2,129000,2,1,1,1,0,0
30295,107,25.63,1,10,103000,1,0,0,1,0,1
30296,4,25.83,4,12,96000,1,0,0,1,0,1
30297,328,16.92,1,3,50000,1,0,0,0,0,0
30298,188,23.63,2,14,84000,1,0,0,1,0,1
30299,310,44.64,9,20,204000,2,0,1,1,0,1
30300,95,69.35,1,3,280000,2,1,1,1,0,0
30301,378,18.52,1,5,55000,1,0,0,1,0,0
30302,2,40.56,4,5,146000,1,1,1,1,0,0
30303,407,42.42,5,7,138000,2,0,1,1,0,0
30304,317,36.0,1,3,80000,2,0,1,1,0,0
30305,150,18.4,4,6,72000,1,0,0,1,0,0
30306,2,50.34,9,11,184000,2,1,1,1,0,0
30307,164,50.92,5,5,153000,2,1,1,1,0,0
30308,383,17.5,1,3,63000,1,0,0,1,0,0
30309,163,22.4,8,12,110000,1,0,0,1,0,0
30310,336,17.39,1,2,65000,1,0,0,0,0,0
30311,163,38.72,1,8,132000,1,0,0,1,0,1
30312,114,37.67,2,3,129000,1,1,1,1,0,1
30313,3,40.58,5,12,195000,1,1,1,1,0,0
30314,14,94.8,1,3,230000,3,1,1,1,0,0
30315,144,62.34,5,9,270000,2,1,1,1,0,0
30316,234,43.66,2,3,111000,2,1,1,1,0,0
30317,179,66.21,1,3,116000,3,1,1,1,0,0
30318,41,15.76,1,2,76000,1,0,0,0,0,0
30319,355,17.01,2,3,52000,1,0,0,1,0,0
30320,7,42.34,5,6,150000,1,1,1,1,0,1
30321,124,20.81,2,3,72000,1,0,0,1,0,0
30322,124,21.29,1,8,84500,1,0,0,1,0,0
30323,7,52.2,11,13,280000,2,1,1,1,0,0
30324,523,24.12,4,9,80000,1,0,0,0,0,0
30325,148,43.94,3,6,220000,1,0,0,0,0,0
30326,3,43.91,3,10,191000,1,1,1,1,0,0
30327,97,25.44,8,11,144000,1,0,0,1,0,1
30328,321,78.0,4,5,139000,1,1,1,1,0,0
30329,253,15.68,4,5,63000,1,0,0,0,0,1
30330,317,18.0,2,2,76000,1,0,0,1,0,0
30331,1,61.37,1,3,192000,2,1,1,1,0,0
30332,137,28.33,6,12,135000,1,0,0,0,0,0
30333,5,44.93,21,22,220000,1,1,1,1,0,0
30334,460,19.0,1,2,47000,1,0,0,1,0,0
30335,48,40.92,2,3,144100,1,1,1,1,0,0
30336,149,25.23,4,6,85000,1,0,0,1,0,0
30337,315,43.6,2,4,84000,3,0,1,1,0,0
30338,0,20.09,3,3,77000,1,0,0,1,0,1
30339,355,48.95,2,5,125000,3,0,1,1,0,0
30340,193,45.37,27,30,167000,1,0,1,1,0,0
30341,210,28.3,3,4,75000,1,0,0,1,0,1
30342,0,29.39,2,2,119000,1,0,0,1,1,0
30343,125,33.32,2,2,124000,1,0,0,1,0,0
30344,396,23.01,3,6,68000,1,0,0,0,0,0
30345,340,15.9,1,2,54000,1,0,0,1,0,1
30346,140,49.07,1,2,125000,2,0,0,1,0,0
30347,94,22.43,12,14,87000,1,0,0,1,0,1
30348,368,52.14,4,5,143000,1,1,1,1,0,0
30349,296,66.0,2,7,122000,3,1,1,1,0,1
30350,132,36.44,4,4,160000,1,0,1,1,0,0
30351,450,61.57,2,5,128000,3,1,1,1,0,0
30352,197,27.08,1,2,75000,1,0,0,1,0,0
30353,125,33.84,3,4,121000,1,0,0,1,0,1
30354,116,20.83,6,11,87000,1,0,0,1,0,0
30355,5,41.55,4,5,140000,1,1,1,1,0,0
30356,2,25.52,8,9,103000,1,0,0,1,0,0
30357,538,29.18,7,8,95000,1,0,1,1,0,0
30358,468,34.92,1,3,85000,1,0,0,0,0,0
30359,53,42.13,3,5,148000,1,1,1,1,0,0
30360,305,24.0,2,2,72000,1,0,1,1,0,0
30361,240,42.74,8,14,160000,1,0,1,1,0,0
30362,86,46.47,13,14,167000,2,1,1,1,0,0
30363,151,20.35,4,8,72000,1,0,0,0,0,1
30364,198,20.0,1,2,72000,1,0,0,1,0,0
30365,393,28.62,9,9,120000,1,0,0,0,0,0
30366,462,23.0,3,3,60000,1,0,0,1,0,0
30367,71,40.75,1,2,107000,1,1,1,1,0,0
30368,281,40.0,4,6,125000,1,1,1,1,0,0
30369,2,25.35,3,5,137500,1,0,1,1,0,0
30370,0,27.13,7,14,139000,1,0,0,1,0,0
30371,336,48.6,2,2,125000,2,1,1,1,0,0
30372,209,50.56,4,14,134000,2,1,1,1,0,0
30373,47,54.98,2,3,185000,2,1,1,1,0,0
30374,521,20.37,1,3,67000,1,0,0,1,0,0
30375,132,40.42,1,3,134500,1,1,1,1,0,0
30376,389,16.11,2,2,45000,1,0,0,0,0,0
30377,338,40.52,7,9,125000,1,0,1,1,0,0
30378,358,17.39,1,2,52000,1,0,0,1,0,1
30379,341,18.4,6,8,58000,1,0,0,0,0,0
30380,326,19.76,2,5,65000,1,0,0,1,0,0
30381,150,29.68,8,31,160000,1,0,0,0,0,0
30382,238,20.25,2,2,69000,1,0,0,1,0,0
30383,1,63.72,1,2,168000,2,1,1,1,0,0
30384,6,9.14,1,2,70000,1,0,0,0,0,0
30385,107,28.38,7,8,132000,1,0,0,0,0,1
30386,50,41.62,5,7,155000,1,1,1,1,0,0
30387,155,27.44,2,10,91500,1,0,0,1,0,0
30388,14,42.64,2,3,143000,1,0,0,1,0,0
30389,168,23.71,1,2,67000,1,0,0,1,0,0
30390,283,59.62,1,2,87000,2,1,1,1,0,0
30391,340,77.06,4,7,174000,2,1,1,1,0,0
30392,5,43.82,1,5,198000,2,0,1,1,0,0
30393,312,12.8,2,3,58000,1,0,0,0,0,0
30394,1,36.65,8,10,160000,1,0,0,1,0,0
30395,18,26.7,5,13,109000,1,0,0,1,0,0
30396,292,88.33,2,2,235000,3,1,1,1,0,0
30397,25,26.09,1,3,82500,1,0,0,1,0,0
30398,2,45.78,2,3,109500,1,1,1,1,0,0
30399,265,11.98,2,2,41000,1,0,0,0,0,1
30400,556,36.3,3,5,86000,1,1,1,1,0,0
30401,310,18.66,1,5,66000,1,0,0,1,0,0
30402,113,21.28,4,9,93000,1,0,0,1,0,0
30403,370,19.01,2,8,64000,1,0,0,0,0,0
30404,5,21.71,1,3,93000,1,0,0,0,0,0
30405,21,26.08,1,3,67000,1,0,0,0,0,0
30406,245,28.14,2,8,125000,1,0,0,0,0,1
30407,162,41.66,12,14,213000,1,1,1,1,0,0
30408,233,50.99,3,4,146000,2,1,1,1,0,0
30409,348,45.0,2,5,97000,1,1,1,1,0,0
30410,41,26.45,5,13,140000,1,0,0,1,0,0
30411,399,31.0,1,2,80000,2,0,0,1,0,0
30412,303,20.1,1,5,58000,1,0,0,1,0,0
30413,305,40.0,5,7,92000,2,0,1,1,0,0
30414,370,35.0,2,2,94000,2,0,0,1,0,0
30415,111,25.68,2,2,92500,1,0,0,1,0,0
30416,65,91.08,2,2,202000,3,1,1,1,0,0
30417,163,22.4,8,12,110000,1,0,0,1,0,0
30418,656,49.5,2,2,95000,2,0,0,1,0,0
30419,23,40.28,2,10,98000,1,1,1,1,0,1
30420,2,50.8,4,11,179000,2,1,1,1,0,0
30421,47,47.75,3,3,125500,1,1,1,1,0,0
30422,434,23.11,2,2,65000,1,0,0,1,0,0
30423,318,56.56,1,3,162000,2,1,1,1,0,0
30424,474,30.56,2,3,130000,1,1,1,1,0,0
30425,139,30.52,4,11,111000,1,0,0,0,0,0
30426,164,25.4,7,12,144000,1,0,0,0,0,0
30427,410,17.01,1,2,52500,1,0,0,1,0,0
30428,149,33.6,2,5,175000,1,1,1,1,0,0
30429,3,25.36,7,10,131000,1,0,0,1,0,1
30430,386,13.52,4,14,49500,1,0,0,0,0,0
30431,283,22.25,3,3,72000,1,0,0,1,0,1
30432,152,19.67,7,9,74000,1,0,0,1,0,0
30433,8,25.6,5,12,97500,1,0,0,1,0,1
30434,66,26.5,1,5,87000,1,0,0,1,0,0
30435,180,36.83,5,12,182000,1,1,1,1,0,1
30436,108,55.58,16,16,163000,1,1,1,1,0,0
30437,257,61.56,7,7,180000,2,1,1,1,1,0
30438,0,40.1,1,3,174000,1,0,0,1,0,0
30439,186,41.74,3,11,169000,1,1,1,1,0,0
30440,7,39.01,5,8,118500,1,1,1,1,0,1
30441,16,28.97,3,5,102000,1,0,0,1,0,0
30442,412,35.6,3,3,80000,2,0,0,1,0,0
30443,174,23.01,7,13,125000,1,0,0,1,0,1
30444,569,16.5,2,2,62000,1,0,0,1,0,0
30445,163,22.77,13,15,95000,1,0,0,1,0,1
30446,89,44.19,2,2,127000,1,1,1,1,0,0
30447,137,30.16,3,5,105000,2,0,0,1,0,0
30448,8,25.37,3,3,131500,1,0,0,1,0,0
30449,5,25.2,7,7,99000,1,0,0,1,0,1
30450,136,25.51,2,13,108000,1,0,0,1,0,1
30451,149,23.01,1,3,98000,1,0,1,1,0,1
30452,307,39.66,3,3,78000,2,0,1,1,0,0
30453,422,12.3,1,5,44100,1,0,0,0,0,0
30454,38,27.37,7,15,140000,1,0,0,1,0,0
30455,131,32.33,2,3,98000,1,0,0,1,0,0
30456,147,25.35,5,5,84000,1,0,0,1,0,0
30457,370,60.8,2,3,119000,2,1,1,1,0,0
30458,452,24.5,3,3,65000,1,0,0,1,0,0
30459,66,25.35,2,10,82500,1,0,0,1,0,0
30460,23,58.34,1,3,125000,2,1,1,1,0,0
30461,3,48.96,2,7,180000,2,1,1,1,0,0
30462,0,25.12,5,6,99000,1,0,0,1,0,0
30463,501,55.96,1,3,100000,3,0,0,1,0,0
30464,93,25.27,1,3,113000,1,0,0,1,0,1
30465,587,33.0,1,2,55000,2,0,0,1,0,0
30466,89,25.61,1,3,90000,1,0,0,1,0,0
30467,3,33.43,4,13,147000,1,0,0,0,0,0
30468,175,20.1,11,11,103000,1,0,0,1,0,0
30469,198,29.66,6,6,87000,1,0,0,1,0,0
30470,243,21.42,2,3,73000,1,0,0,1,0,0
30471,0,50.8,5,11,179000,2,1,1,1,0,0
30472,30,74.02,13,13,419000,3,1,1,1,0,0
30473,190,22.3,12,13,111500,1,0,0,1,0,0
30474,520,34.71,4,7,100000,1,1,1,1,0,0
30475,436,20.25,2,2,68000,1,0,1,1,0,0
30476,269,23.48,1,2,48000,1,0,0,1,0,0
30477,307,23.0,4,4,68000,1,0,0,1,0,0
30478,478,18.0,1,2,57000,1,0,0,1,0,0
30479,60,25.62,5,14,87500,1,0,0,1,0,0
30480,58,25.19,2,10,105500,1,0,0,1,0,0
30481,10,25.09,3,7,134000,1,0,0,1,0,0
30482,153,69.3,2,4,186000,2,1,1,1,0,0
30483,231,19.87,3,3,64000,1,0,0,1,0,0
30484,0,45.1,2,4,131000,1,1,1,1,0,0
30485,131,60.0,9,10,176000,2,1,1,1,0,0
30486,409,54.05,5,5,138000,3,1,1,1,0,0
30487,170,18.53,1,3,72000,1,0,0,0,0,0
30488,45,45.36,16,19,223000,1,1,1,1,0,0
30489,559,34.0,1,2,108000,2,0,1,1,0,0
30490,141,27.98,10,11,98000,1,0,0,1,0,1
30491,6,25.05,2,7,113000,1,0,0,1,0,1
30492,80,40.47,2,2,178000,1,1,1,1,0,0
30493,291,19.36,4,4,62000,1,0,0,1,0,0
30494,137,90.29,12,14,420000,2,1,1,1,0,1
30495,73,103.26,2,2,210000,3,0,0,1,1,0
30496,359,20.46,1,2,50000,1,0,0,1,0,0
30497,161,23.46,2,9,86500,1,0,0,1,0,0
30498,96,40.5,3,3,85000,1,1,1,1,0,0
30499,139,26.55,2,3,119000,1,0,0,1,0,0
30500,173,25.0,3,3,76000,1,0,0,1,0,0
30501,319,56.42,1,2,117000,2,1,1,1,0,0
30502,474,42.0,5,6,118000,2,0,1,1,0,0
30503,86,22.75,2,2,63000,1,0,0,1,0,0
30504,5,54.66,12,14,273000,2,1,1,1,0,0
30505,213,25.66,1,2,66000,1,0,0,1,0,0
30506,670,60.0,2,4,143000,3,0,1,1,0,0
30507,77,29.67,2,5,99500,1,0,0,1,0,0
30508,317,14.87,2,2,60000,1,0,0,0,0,0
30509,176,40.06,9,10,158000,1,0,0,0,0,0
30510,305,16.56,2,2,45000,1,0,0,1,0,0
30511,161,20.28,13,15,88000,1,0,0,0,0,1
30512,407,74.25,3,3,134000,2,1,1,1,1,0
30513,319,45.76,2,3,123000,2,0,1,1,0,0
30514,304,40.5,3,3,95000,1,1,1,1,0,0
30515,65,58.22,2,6,174000,2,1,1,1,0,0
30516,399,20.0,4,4,72000,1,0,0,1,0,0
30517,351,32.0,2,2,59000,1,0,1,1,0,0
30518,0,54.6,5,7,171000,2,1,1,1,0,0
30519,383,21.3,1,2,43000,1,0,0,1,0,0
30520,579,26.02,2,2,50000,2,0,0,1,0,0
30521,78,20.0,9,12,96000,1,0,0,1,0,0
30522,3,25.92,4,13,112000,1,0,0,1,0,0
30523,171,32.88,2,11,114000,1,0,0,0,0,0
30524,715,34.71,2,2,50000,1,0,1,1,0,0
30525,21,26.74,4,5,95000,1,0,0,0,0,1
30526,396,16.5,2,4,68000,1,0,0,1,0,0
30527,305,55.82,3,8,140000,2,1,1,1,0,0
30528,194,20.77,2,6,89000,1,0,0,0,0,0
30529,45,39.46,1,3,107500,1,1,1,1,0,0
30530,293,16.68,2,10,90000,1,0,0,1,0,0
30531,149,30.24,10,15,136000,1,0,1,1,0,0
30532,3,26.2,5,14,116500,1,0,0,1,0,1
30533,541,50.96,6,10,130000,2,1,1,1,0,0
30534,356,17.52,9,11,70000,1,0,0,1,0,0
30535,0,17.24,3,4,90000,1,0,0,0,0,1
30536,37,26.02,11,23,150000,1,0,0,0,0,0
30537,418,42.12,3,14,179000,1,1,1,1,0,0
30538,45,12.0,2,2,64000,1,0,0,0,0,0
30539,162,27.26,6,6,95000,1,0,0,1,0,0
30540,271,341.3,12,13,1660000,4,1,1,1,1,0
30541,574,29.33,2,7,80000,1,0,0,0,0,0
30542,150,61.46,5,5,265000,2,1,1,1,0,0
30543,185,24.84,1,2,65000,1,0,0,1,0,0
30544,185,29.81,1,2,78000,1,0,0,1,0,0
30545,0,42.25,3,14,192000,1,1,1,1,0,1
30546,549,35.0,3,3,77000,2,0,1,1,0,0
30547,11,26.36,2,8,133500,1,0,0,1,0,0
30548,108,65.93,13,30,244000,2,1,1,1,0,0
30549,42,25.2,6,12,131000,1,0,0,1,0,0
30550,66,13.07,2,3,63000,1,0,0,1,0,0
30551,455,19.83,3,3,70000,1,0,0,1,0,0
30552,7,42.48,4,5,178000,1,0,1,1,0,0
30553,15,25.48,10,14,121000,1,0,0,1,0,1
30554,245,30.6,9,13,140000,1,0,0,0,0,0
30555,565,52.77,1,12,148000,3,0,1,1,0,0
30556,6,25.3,14,15,128000,1,0,0,1,0,0
30557,41,18.47,1,3,68000,1,0,0,1,0,0
30558,29,22.5,2,3,88000,1,0,0,1,0,0
30559,161,26.37,4,4,93000,1,0,0,1,0,0
30560,201,49.75,3,6,199000,1,1,1,1,0,1
30561,57,27.26,6,12,103000,1,0,0,1,0,0
30562,506,26.0,4,5,62000,1,0,1,1,0,0
30563,78,26.71,1,3,78000,1,0,0,1,0,0
30564,79,18.0,2,2,78000,1,0,0,1,0,0
30565,357,16.43,2,5,63000,1,0,0,0,0,0
30566,2,50.0,6,15,172000,1,1,1,1,1,0
30567,4,40.49,11,12,146000,1,1,1,1,0,1
30568,155,56.72,12,12,228000,2,1,1,1,0,0
30569,193,53.85,13,14,207000,1,1,1,1,0,0
30570,156,38.54,2,6,107000,1,0,1,1,0,0
30571,196,25.51,5,11,103000,1,0,0,1,0,0
30572,425,12.5,2,4,59000,1,0,0,0,0,0
30573,5,25.15,5,5,123000,1,0,0,1,0,0
30574,5,27.24,5,5,133000,1,0,1,1,0,1
30575,507,16.97,2,5,68000,1,0,0,0,0,0
30576,375,17.96,1,2,70000,1,0,0,1,0,0
30577,3,25.36,7,10,131000,1,0,0,1,0,1
30578,154,26.36,2,3,87000,1,0,0,1,0,0
30579,316,61.2,3,3,175000,2,1,1,1,0,0
30580,212,20.16,1,2,57000,1,0,0,1,0,0
30581,595,66.29,4,9,190000,2,1,1,1,0,0
30582,14,20.29,3,4,101000,1,0,0,0,0,0
30583,111,21.6,1,3,80000,1,0,0,0,0,0
30584,400,60.7,4,4,154000,2,1,1,1,0,0
30585,25,26.8,2,9,97000,1,0,0,1,0,0
30586,282,63.39,6,10,147000,2,1,1,1,0,0
30587,1,54.0,2,3,220000,2,1,1,1,0,0
30588,203,24.7,1,8,105000,1,0,0,1,0,0
30589,279,55.56,9,9,180000,2,1,1,1,0,0
30590,21,52.06,2,5,233000,2,1,1,1,0,0
30591,0,21.26,1,2,73000,1,0,0,1,0,0
30592,281,24.3,3,3,76300,1,0,0,1,0,0
30593,4,25.65,1,4,96000,1,0,0,1,0,1
30594,342,43.4,2,3,110000,2,0,1,1,0,0
30595,426,25.0,3,3,77000,1,0,0,1,0,0
30596,293,19.17,3,12,78000,1,0,0,1,0,0
30597,38,25.58,6,8,99000,1,0,0,1,0,0
30598,207,23.49,4,4,120000,1,0,0,1,0,0
30599,95,22.23,6,7,85000,1,0,0,0,0,0
30600,337,16.48,8,10,70000,1,0,0,1,0,0
30601,184,25.0,8,11,128000,1,0,0,0,0,0
30602,487,43.2,2,3,94000,1,1,1,1,0,0
30603,273,18.0,2,4,65000,1,0,0,0,0,0
30604,5,33.07,3,5,130000,1,1,1,1,0,0
30605,485,23.87,6,9,78000,1,0,0,0,0,0
30606,193,21.57,6,6,92000,1,0,0,1,0,0
30607,113,12.42,2,3,57000,1,0,0,0,0,0
30608,3,49.62,5,12,255000,1,1,1,1,0,1
30609,169,20.01,3,6,77000,1,0,0,1,0,0
30610,166,25.07,12,14,102000,1,0,0,0,0,1
30611,425,37.46,3,3,90000,1,0,1,1,0,0
30612,0,25.35,10,12,110000,1,0,0,1,0,0
30613,334,43.8,3,5,120000,2,0,1,1,0,1
30614,0,25.2,2,5,126000,1,0,0,1,0,0
30615,149,30.05,4,9,155000,1,0,1,1,0,1
30616,59,23.1,2,4,125000,1,0,0,1,0,0
30617,44,25.79,7,13,104000,1,0,0,1,0,0
30618,113,29.41,5,11,97000,1,0,0,0,0,0
30619,224,16.25,3,6,68000,1,0,0,0,0,0
30620,21,51.28,7,14,198000,2,1,1,1,0,0
30621,496,41.61,7,11,159000,1,0,0,0,0,1
30622,1,58.98,5,13,165500,2,1,1,1,0,0
