id,age,area,floor,max_floor,y
28432,319,27.27,1,2,69000
28433,0,21.45,2,4,72500
28434,199,20.9,1,2,70500
28435,14,44.38,4,7,123000
28436,294,39.96,2,3,104000
28437,0,26.03,13,13,126500
28438,310,23.18,1,2,62000
28439,0,42.64,2,2,101000
28440,2,35.06,3,6,188000
28441,47,25.23,3,5,109000
28442,355,29.7,1,3,70000
28443,72,26.5,2,2,67000
28444,463,39.75,1,2,105000
28445,355,47.6,8,12,119000
28446,412,32.4,3,3,70000
28447,537,30.0,1,2,65000
28448,32,18.99,2,2,65000
28449,378,16.08,2,5,60000
28450,233,32.19,1,4,110000
28451,269,30.68,4,8,96000
28452,406,31.56,4,4,74000
28453,222,22.24,2,14,95000
28454,312,18.46,6,7,70000
28455,7,25.56,2,6,101500
28456,222,22.79,3,3,79000
28457,364,41.4,8,10,90000
28458,377,38.0,3,3,75000
28459,97,9.34,2,2,62000
28460,77,9.32,1,2,54000
28461,33,12.43,2,2,69500
28462,356,106.08,1,3,312000
28463,361,35.0,3,4,85000
28464,233,32.09,5,5,140000
28465,211,18.94,4,5,87000
28466,180,41.45,10,19,230000
28467,384,35.64,2,3,64000
28468,3,20.8,8,15,116500
28469,350,44.4,2,4,125000
28470,158,26.9,9,13,95000
28471,92,20.66,1,8,68000
28472,118,23.4,2,11,92000
28473,413,40.0,2,4,83000
28474,35,10.38,2,2,64000
28475,0,28.99,2,14,140000
28476,282,21.86,2,3,75000
28477,366,17.61,5,5,55000
28478,117,129.69,2,2,235000
28479,66,40.59,1,3,127000
28480,63,25.65,3,4,90000
28481,119,57.6,1,6,129000
28482,17,85.3,16,26,730000
28483,358,22.68,1,3,74000
28484,55,25.21,4,13,109000
28485,407,14.46,3,4,54000
28486,139,45.27,1,10,159000
28487,375,13.5,2,2,47000
28488,83,26.11,3,3,71000
28489,18,21.1,2,5,92000
28490,648,26.42,4,11,63000
28491,53,46.23,1,2,115000
28492,1,25.9,4,11,130000
28493,14,98.11,3,3,298000
28494,13,44.38,4,7,123000
28495,305,20.77,1,4,66000
28496,1,40.02,4,13,158000
28497,115,20.3,1,2,65000
28498,277,92.16,1,3,205000
28499,245,24.79,4,11,103900
28500,245,25.55,2,3,88000
28501,225,33.4,17,17,146000
28502,401,25.06,1,5,90000
28503,375,20.7,4,10,69000
28504,340,20.39,2,6,78000
28505,331,17.82,1,2,75000
28506,354,16.44,2,4,62000
28507,655,32.4,1,2,94000
28508,597,28.05,2,2,53000
28509,92,21.63,2,8,83000
28510,281,36.87,1,4,102000
28511,110,40.0,3,11,133000
28512,175,23.6,7,9,114500
28513,142,29.89,5,10,117000
28514,271,70.2,1,4,143000
28515,92,75.6,2,3,250000
28516,113,74.84,9,10,182000
28517,497,41.07,2,6,100000
28518,223,27.0,4,4,81000
28519,293,21.1,1,3,66000
28520,149,30.3,5,7,102000
28521,209,21.28,2,3,70000
28522,189,26.08,2,2,54000
28523,25,75.55,36,38,630000
28524,171,42.69,9,11,160000
28525,37,76.18,23,23,535000
28526,123,58.94,2,3,225000
28527,198,18.21,1,2,58000
28528,21,32.19,2,3,115000
28529,0,25.07,6,8,108000
28530,99,41.4,3,3,104000
28531,414,30.0,2,3,71500
28532,198,27.09,3,10,81000
28533,475,22.92,9,12,88000
28534,451,53.55,2,3,154000
28535,27,21.37,2,3,84000
28536,409,21.41,3,4,68000
28537,21,23.38,1,3,77000
28538,93,47.16,14,39,330000
28539,116,56.01,9,14,191000
28540,142,25.5,5,14,102500
28541,131,26.76,3,4,92500
28542,337,20.23,1,4,52000
28543,73,40.06,2,7,166000
28544,27,25.74,7,13,89500
28545,569,22.25,2,4,64000
28546,335,60.0,6,9,147000
28547,2,22.33,1,4,130000
28548,141,31.15,2,4,110000
28549,153,22.56,9,12,124500
28550,358,16.74,1,3,43000
28551,103,24.74,2,8,80000
28552,72,65.06,13,14,248000
28553,158,27.12,1,5,116000
28554,220,22.37,3,5,84000
28555,413,11.25,2,2,49000
28556,383,40.13,1,2,65000
28557,403,14.13,2,2,40000
28558,22,25.8,8,10,131500
28559,48,18.32,1,3,55000
28560,175,33.52,6,9,139500
28561,29,26.45,3,4,88000
28562,32,35.0,6,8,155000
28563,173,25.38,6,9,102000
28564,0,22.79,3,7,110000
28565,19,28.96,5,11,101000
28566,1,25.26,5,8,121000
28567,71,44.7,2,21,206000
28568,135,32.16,5,8,145000
28569,177,47.61,7,13,199000
28570,160,32.64,7,12,154000
28571,309,24.2,2,3,81000
28572,269,20.28,1,2,68000
28573,5,39.17,2,2,84500
28574,142,83.0,10,14,458000
28575,173,66.52,6,12,202000
28576,183,25.48,2,2,75000
28577,373,17.0,2,2,47000
28578,0,25.37,6,10,99420
28579,161,42.86,2,2,104000
28580,491,16.52,3,4,47000
28581,317,45.0,2,2,95000
28582,90,40.5,2,2,127000
28583,318,55.94,4,5,106200
28584,234,55.18,5,6,137000
28585,484,22.47,5,8,85000
28586,52,10.23,1,2,64000
28587,379,37.95,1,3,135400
28588,449,48.6,5,14,170000
28589,0,31.14,2,5,83000
28590,65,105.26,2,2,230000
28591,367,17.39,2,2,40000
28592,26,53.1,11,13,196000
28593,570,19.85,3,4,63000
28594,65,124.0,3,3,600000
28595,113,45.3,1,3,120000
28596,80,26.64,2,6,90000
28597,6,27.36,9,18,113000
28598,399,78.55,1,5,250000
28599,210,22.03,9,14,91000
28600,155,24.7,3,3,87500
28601,170,21.9,6,7,72000
28602,371,38.01,1,2,55000
28603,358,31.5,2,10,78000
28604,40,7.3,2,2,58000
28605,6,26.45,7,13,145500
28606,17,43.47,2,3,130000
28607,475,18.22,2,4,78000
28608,133,20.71,5,6,81000
28609,173,26.0,2,3,84000
28610,149,23.0,1,3,78000
28611,93,25.2,1,3,73000
28612,131,20.96,1,5,79000
28613,154,21.6,4,5,97000
28614,6,25.67,14,18,111000
28615,209,23.4,9,12,110500
28616,496,32.0,4,4,78000
28617,190,23.1,3,4,115000
28618,391,37.29,3,3,72000
28619,509,49.58,2,2,108000
28620,206,33.15,4,10,118000
28621,85,47.99,1,3,123500
28622,261,32.29,2,2,86000
28623,0,26.3,4,6,101000
28624,539,54.05,4,9,180000
28625,140,40.03,8,14,170000
28626,224,52.79,2,3,121500
28627,161,40.29,2,3,109000
28628,125,30.12,2,4,79000
28629,25,18.62,4,4,84000
28630,406,12.5,4,4,60000
28631,110,77.08,14,44,380000
28632,306,68.88,1,4,138000
28633,329,19.0,1,2,59000
28634,259,97.08,2,2,165000
28635,0,32.71,3,3,120000
28636,3,25.08,2,3,104000
28637,22,22.42,3,4,95000
28638,132,25.66,1,8,98000
28639,337,22.3,1,2,63000
28640,12,55.0,7,14,210000
28641,222,41.55,4,5,102000
28642,223,25.05,10,30,111000
28643,414,35.0,2,2,68000
28644,18,23.04,2,2,77000
28645,121,37.49,2,2,74800
28646,353,19.88,1,3,44000
28647,216,41.16,3,7,143000
28648,113,25.4,2,2,69500
28649,3,41.24,7,11,147500
28650,153,30.98,7,15,140000
28651,162,55.51,11,15,286000
28652,26,10.27,1,2,67000
28653,1,25.5,4,8,127000
28654,353,40.33,3,3,100000
28655,40,57.97,3,3,151100
28656,4,41.94,2,5,184000
28657,144,45.0,5,7,84000
28658,130,67.02,30,43,285000
28659,205,46.06,1,2,97000
28660,4,40.49,10,12,146000
28661,137,31.8,6,10,110000
28662,389,19.1,2,2,52000
28663,1,33.16,2,3,84000
28664,257,30.57,2,4,82000
28665,245,18.67,7,13,78000
28666,142,22.81,4,8,111000
28667,116,26.19,2,5,84000
28668,426,32.0,2,3,93000
28669,147,31.38,2,7,100000
28670,375,35.61,5,8,123000
28671,64,16.0,2,2,62000
28672,167,54.99,7,8,232000
28673,219,80.72,3,3,180000
28674,604,14.42,2,2,63000
28675,160,21.06,3,7,78500
28676,385,44.9,6,9,96000
28677,239,20.17,4,7,85000
28678,293,19.17,3,12,78000
28679,550,20.0,2,3,60500
28680,110,50.39,2,2,111500
28681,401,35.0,2,3,68000
28682,427,39.8,3,3,85000
28683,27,55.11,6,14,281000
28684,330,19.43,2,5,60000
28685,578,19.0,2,3,42000
28686,424,13.25,3,5,55000
28687,552,29.0,3,4,65000
28688,0,42.42,10,10,222000
28689,6,19.17,1,2,66000
28690,2,41.32,3,3,138000
28691,368,18.3,2,4,61000
28692,1,25.64,6,9,104500
28693,101,40.0,7,7,180000
28694,43,37.02,7,7,178000
28695,0,20.74,2,12,94000
28696,381,16.58,3,4,53000
28697,66,20.31,5,7,78000
28698,4,22.29,3,3,64000
28699,461,32.7,5,10,117000
28700,425,40.0,5,5,93000
28701,472,29.8,1,2,62500
28702,581,40.0,2,3,62000
28703,295,50.1,1,3,92000
28704,413,19.24,3,8,95000
28705,292,60.73,2,3,150000
28706,142,20.69,3,7,82000
28707,348,12.5,1,2,49000
28708,197,109.15,39,41,492000
28709,0,52.15,3,3,169000
28710,455,22.96,5,10,92000
28711,124,42.69,3,5,209000
28712,225,20.98,3,7,89000
28713,194,51.24,8,11,175000
28714,147,33.96,3,3,127000
28715,461,21.48,1,3,52000
28716,287,21.73,1,2,61000
28717,169,28.08,6,11,120000
28718,197,20.0,1,4,65000
28719,45,10.88,2,2,70000
28720,3,41.58,11,13,147000
28721,89,38.75,2,3,142000
28722,0,19.49,2,2,81000
28723,0,27.13,4,14,134000
28724,6,45.26,1,4,189000
28725,128,80.11,21,25,380000
28726,0,25.8,3,5,102500
28727,142,19.68,3,5,85000
28728,363,61.3,6,6,155000
28729,10,20.03,1,3,72000
28730,143,53.86,2,5,235000
28731,235,24.7,1,2,81000
28732,239,63.96,1,2,102000
28733,341,18.5,5,5,67000
28734,39,39.0,2,3,115000
28735,137,38.53,3,9,105000
28736,145,24.17,6,14,100000
28737,4,18.73,1,2,67000
28738,489,21.47,4,5,72000
28739,585,22.5,2,3,57000
28740,138,50.47,1,14,173000
28741,7,22.15,1,2,76000
28742,1,65.73,2,2,160000
28743,4,40.03,3,15,190000
28744,2,50.55,3,5,232000
28745,71,55.89,2,3,145000
28746,337,22.27,2,2,55000
28747,0,23.18,1,2,113000
28748,205,17.2,2,2,59500
28749,2,24.02,2,4,108000
28750,263,37.52,5,7,135000
28751,201,167.0,6,8,270000
28752,514,24.66,3,9,92000
28753,4,54.23,4,14,248000
28754,0,40.07,2,2,135000
28755,243,21.83,5,9,78000
28756,206,50.1,1,2,82000
28757,352,38.0,4,6,98000
28758,148,24.82,2,11,105000
28759,365,67.05,4,11,114000
28760,300,40.44,4,13,221000
28761,0,20.11,2,3,83000
28762,203,22.91,10,12,91000
28763,146,20.24,8,11,93000
28764,676,26.66,2,2,70000
28765,4,26.45,2,7,119000
28766,409,38.16,3,5,123000
28767,1,20.39,1,3,78000
28768,174,25.25,1,2,105000
28769,53,24.07,4,11,105000
28770,472,29.16,2,2,77000
28771,80,25.84,5,14,82000
28772,561,89.22,2,2,270000
28773,387,121.5,4,5,410000
28774,406,40.0,2,3,80000
28775,303,36.3,3,3,63000
28776,25,25.12,7,8,118000
28777,245,19.69,4,10,87000
28778,632,14.91,1,2,63000
28779,340,56.53,2,5,183000
28780,248,20.3,2,11,82000
28781,29,41.3,3,11,161000
28782,248,25.0,2,2,52000
28783,161,30.6,4,14,133000
28784,98,42.97,2,3,119500
28785,193,25.0,2,2,79000
28786,311,55.25,3,3,113000
28787,0,40.0,1,3,103000
28788,307,35.0,3,5,70000
28789,396,14.85,2,5,65000
28790,47,25.35,3,9,85500
28791,390,17.05,3,3,60000
28792,211,18.29,5,11,82000
28793,65,26.5,7,9,100000
28794,168,31.55,8,13,120000
28795,293,23.18,2,2,59500
28796,2,16.01,3,3,57000
28797,37,44.72,1,2,100500
28798,0,32.23,3,4,116000
28799,2,25.3,2,3,82500
28800,104,25.96,3,3,79000
28801,173,26.72,3,11,132000
28802,293,38.6,5,8,98000
28803,138,66.0,13,14,220000
28804,61,42.33,2,3,115000
28805,300,60.89,13,13,332000
28806,156,38.54,2,6,107000
28807,356,20.0,2,3,79000
28808,234,22.0,2,3,69000
28809,5,15.1,1,2,61000
28810,160,27.79,2,2,91000
28811,125,19.87,3,3,77500
28812,21,28.0,8,12,118000
28813,293,30.0,4,4,103000
28814,156,24.29,9,15,103000
28815,265,26.39,2,3,117000
28816,281,53.7,3,6,120000
28817,556,26.4,5,6,51000
28818,155,21.9,4,6,84000
28819,574,41.31,6,7,180000
28820,291,21.5,2,3,52000
28821,156,19.87,2,2,64000
28822,387,19.37,1,3,72000
28823,65,19.11,3,3,66000
28824,5,40.98,1,5,128000
28825,389,37.19,3,3,67000
28826,4,40.49,9,12,144000
28827,225,66.73,2,5,145000
28828,101,32.9,1,2,85500
28829,138,41.6,4,5,170000
28830,116,29.4,9,11,139000
28831,489,35.76,2,3,133000
28832,149,20.87,1,2,67000
28833,313,46.44,4,5,130000
28834,0,23.75,2,7,112000
28835,113,23.6,3,3,88000
28836,389,35.0,2,3,78000
28837,137,31.54,2,5,144000
28838,2,38.89,4,11,145000
28839,201,20.97,10,12,86000
28840,355,15.67,1,2,45000
28841,61,25.03,4,9,102500
28842,197,21.0,5,12,95000
28843,144,23.53,8,12,99000
28844,318,19.5,4,4,63000
28845,24,29.78,2,3,99000
28846,317,17.39,2,2,51000
28847,345,16.2,1,2,73000
28848,394,18.02,2,4,60000
28849,422,18.06,3,8,55000
28850,167,29.66,2,7,98000
28851,39,101.06,2,2,330000
28852,0,22.76,4,5,81000
28853,351,17.0,2,4,63000
28854,2,43.52,8,8,245000
28855,1,25.66,9,12,82000
28856,352,23.73,2,2,65000
28857,34,25.64,4,5,87500
28858,197,117.61,1,4,320000
28859,83,25.22,9,11,89500
28860,207,73.39,4,4,249000
28861,6,50.01,3,7,211000
28862,1,55.24,2,15,214000
28863,319,18.21,2,2,54000
28864,296,60.1,2,3,121000
28865,161,41.14,8,8,159000
28866,209,22.89,3,3,69000
28867,354,20.53,1,4,62000
28868,67,22.03,1,3,77000
28869,135,95.7,29,39,327000
28870,91,51.0,9,10,232000
28871,188,37.8,2,3,79000
28872,11,31.48,2,3,111000
28873,119,32.14,2,2,100000
28874,430,23.82,7,11,77000
28875,346,33.49,1,4,62000
28876,0,54.57,7,7,172000
28877,86,9.65,1,2,59000
28878,399,30.0,2,2,57000
28879,161,39.15,3,28,136000
28880,130,22.92,4,6,89000
28881,4,40.61,3,5,169000
28882,120,21.85,8,11,82000
28883,4,34.08,1,4,245000
28884,151,26.22,1,6,77000
28885,179,32.7,2,2,80000
28886,5,25.36,6,9,118000
28887,2,26.14,1,6,137000
28888,359,48.5,2,2,75000
28889,3,33.01,4,8,178000
28890,378,45.47,6,7,170000
28891,149,60.42,3,11,190000
28892,179,27.03,7,7,106000
28893,355,18.63,1,2,63000
28894,465,28.3,3,3,57000
28895,402,40.0,1,2,105000
28896,319,21.44,3,5,85000
28897,2,50.0,13,15,176000
28898,315,15.92,2,2,62000
28899,318,94.32,3,3,320000
28900,125,36.13,3,3,117000
28901,218,66.04,3,5,178000
28902,10,26.0,1,5,96000
28903,269,67.5,2,4,165000
28904,1,30.56,1,3,123000
28905,5,16.15,2,3,62000
28906,63,99.33,2,2,293000
28907,417,57.51,6,6,106000
28908,374,16.74,4,6,81500
28909,222,29.4,3,7,94000
28910,0,43.3,2,8,128000
28911,0,27.13,7,12,113000
28912,495,35.0,1,2,100000
28913,62,41.93,1,2,79000
28914,175,26.97,1,3,77000
28915,308,56.61,5,5,97000
28916,166,34.88,1,3,85000
28917,415,112.96,10,14,550000
28918,149,25.5,5,5,88500
28919,0,16.64,2,4,84000
28920,147,25.57,3,9,83000
28921,9,81.66,10,12,423000
28922,0,13.51,1,3,70000
28923,162,20.05,1,3,58500
28924,45,21.11,2,3,72000
28925,116,30.1,8,11,137000
28926,327,29.7,1,2,83000
28927,5,29.44,5,5,123000
28928,328,38.5,3,5,90000
28929,30,25.33,2,6,123000
28930,67,58.51,5,21,280000
28931,411,24.0,1,2,65000
28932,143,27.66,1,4,77000
28933,101,21.15,1,2,75000
28934,105,20.71,1,2,84000
28935,293,37.26,2,3,140000
28936,5,27.63,1,3,130000
28937,317,18.6,8,11,78000
28938,654,12.96,2,2,49000
28939,188,28.38,2,5,122000
28940,89,25.49,4,5,101500
28941,5,25.2,10,14,124000
28942,2,22.88,4,4,130000
28943,338,84.64,8,8,220000
28944,138,21.8,3,7,95000
28945,1,41.44,2,4,140000
28946,33,11.39,2,2,55000
28947,363,19.83,4,6,60000
28948,68,29.56,1,3,111000
28949,41,34.23,5,9,137000
28950,492,29.16,1,3,53000
28951,3,25.1,6,8,141000
28952,0,25.72,3,3,79000
28953,6,25.18,9,15,120000
28954,6,32.28,2,5,140000
28955,272,19.0,2,3,49000
28956,2,26.22,3,9,102500
28957,351,36.0,1,3,70000
28958,175,40.06,9,10,158000
28959,139,65.92,17,58,263000
28960,325,35.52,3,3,70000
28961,176,36.01,1,8,126000
28962,11,25.53,3,5,102000
28963,488,36.0,5,14,165000
28964,146,29.99,5,5,138000
28965,376,45.81,2,3,91000
28966,343,19.99,2,4,62000
28967,139,25.37,9,13,138000
28968,445,8.73,3,3,55000
28969,364,45.32,4,5,90000
28970,1,41.49,9,10,204000
28971,269,65.84,3,3,139000
28972,212,20.49,1,2,56000
28973,349,44.0,2,3,70000
28974,11,54.27,2,5,360000
28975,185,28.26,3,4,106000
28976,249,20.5,4,14,76000
28977,352,56.9,1,2,125000
28978,29,26.39,3,5,86000
28979,259,67.33,1,7,147000
28980,473,57.96,1,2,114000
28981,95,67.47,2,2,131000
28982,50,36.4,2,4,110200
28983,89,20.46,4,7,77000
28984,136,53.84,10,12,240000
28985,394,38.5,2,2,53000
28986,180,25.28,1,2,68000
28987,5,25.19,4,11,117500
28988,40,39.81,3,3,112000
28989,341,58.32,3,3,156000
28990,2,25.15,2,4,110000
28991,345,16.5,3,4,62000
28992,175,63.22,1,2,102000
28993,0,43.49,7,10,117000
28994,323,65.0,3,5,100000
28995,262,36.5,3,3,83000
28996,36,26.64,1,2,83000
28997,351,44.62,3,3,82000
28998,77,37.93,1,2,121500
28999,353,16.0,1,2,72000
29000,367,55.23,2,3,149000
29001,4,25.58,2,13,131000
29002,71,43.93,3,8,165000
29003,197,33.65,4,5,94000
29004,125,43.1,16,28,177000
29005,5,26.23,1,5,84000
29006,413,27.0,4,4,92000
29007,0,25.45,11,13,109500
29008,412,16.5,1,4,57200
29009,293,41.0,3,11,113000
29010,3,25.23,1,8,129000
29011,672,21.0,1,2,65000
29012,0,23.11,2,3,86000
29013,281,17.16,3,4,69000
29014,280,61.9,2,3,90000
29015,139,56.84,7,58,223000
29016,0,35.52,3,3,112000
29017,369,55.54,3,3,103000
29018,1,25.54,1,9,100500
29019,81,22.55,2,4,82000
29020,270,22.68,2,2,66000
29021,154,19.57,2,2,66000
29022,304,66.61,4,4,116000
29023,373,18.0,1,2,59000
29024,201,21.87,8,14,98000
29025,239,14.15,2,3,51000
29026,209,26.77,1,3,71500
29027,91,64.5,1,3,127800
29028,387,24.5,1,2,65000
29029,615,14.44,1,4,79000
29030,222,18.36,7,12,87000
29031,62,40.67,9,13,176000
29032,199,95.57,3,3,180000
29033,7,90.04,3,4,700000
29034,150,81.4,18,27,348000
29035,516,37.2,5,5,125000
29036,0,25.18,1,5,90000
29037,0,25.98,1,6,94000
29038,139,52.32,16,58,233000
29039,245,25.01,7,10,106500
29040,497,11.11,3,3,55000
29041,150,30.6,4,4,116000
29042,371,16.01,3,4,50000
29043,328,99.9,2,2,240000
29044,446,30.46,3,6,150000
29045,1,63.1,10,48,300000
29046,0,41.65,8,10,178000
29047,150,22.4,11,15,97000
29048,125,21.12,3,4,75500
29049,73,47.47,2,2,108000
29050,1,20.79,2,2,76000
29051,361,25.49,1,2,58000
29052,167,25.22,5,11,81000
29053,180,65.6,6,10,292000
29054,346,16.5,3,5,55000
29055,315,102.09,3,3,230000
29056,1,40.83,4,12,122000
29057,562,27.0,3,5,64000
29058,404,25.89,7,12,75000
29059,154,22.23,6,12,104000
29060,341,15.0,2,3,66000
29061,185,33.85,12,12,133000
29062,413,13.0,2,2,45000
29063,185,33.51,3,5,126000
29064,485,43.16,6,7,73800
29065,326,18.63,3,6,75000
29066,234,57.83,2,2,145000
29067,150,26.13,6,14,101000
29068,490,22.18,4,10,130000
29069,0,23.57,2,4,101000
29070,294,44.62,3,3,126000
29071,185,38.6,2,5,149000
29072,139,47.57,20,58,197000
29073,0,16.64,2,3,72000
29074,376,18.3,2,2,68000
29075,354,28.93,3,3,80000
29076,189,38.16,6,7,174000
29077,345,24.96,4,4,80000
29078,233,70.92,3,7,145000
29079,97,21.0,1,8,79100
29080,146,33.28,1,4,100000
29081,3,40.08,5,12,195000
29082,51,20.29,3,10,105500
29083,335,17.39,1,2,54000
29084,111,23.39,10,10,112000
29085,3,25.27,6,8,121000
29086,599,33.1,5,5,76000
29087,365,58.29,3,5,117000
29088,150,67.6,17,32,331000
29089,104,47.35,5,10,139000
29090,414,20.0,1,2,70000
29091,146,27.76,6,10,146000
29092,415,13.25,4,5,62000
29093,198,44.08,10,10,193000
29094,204,55.0,4,4,108100
29095,111,89.69,29,36,598000
29096,191,24.5,2,2,77000
29097,516,108.49,3,3,230000
29098,156,22.45,4,11,101000
29099,60,40.55,3,5,163000
29100,293,52.0,1,3,99000
29101,472,34.03,3,4,98000
29102,186,50.99,4,56,205000
29103,1,37.65,7,8,218000
29104,305,19.44,4,4,55000
29105,30,8.2,1,2,57000
29106,233,33.98,1,6,139000
29107,187,23.0,3,9,100000
29108,490,37.0,1,2,70000
29109,382,63.45,8,11,148000
29110,0,20.35,2,2,84000
29111,55,26.56,2,6,90000
29112,209,68.73,8,8,245000
29113,138,22.84,3,8,91000
29114,311,34.0,2,2,72000
29115,138,30.52,7,11,114000
29116,419,42.07,1,2,90000
29117,735,14.0,2,2,35000
29118,496,41.61,7,11,159000
29119,407,38.0,2,3,75000
29120,572,15.0,4,6,65000
29121,404,12.75,1,4,56000
29122,317,17.0,1,2,53000
29123,602,46.0,3,6,89000
29124,212,22.74,6,9,96000
29125,473,16.0,3,3,57000
29126,1,36.12,2,3,125000
29127,260,24.0,6,7,79000
29128,305,20.46,2,2,56000
29129,101,60.79,2,2,103000
29130,0,11.39,2,2,60300
29131,86,17.04,2,3,71000
29132,64,32.11,3,3,100000
29133,268,39.46,5,6,170000
29134,413,20.18,1,2,60000
29135,58,25.4,3,7,104000
29136,55,21.54,2,7,83000
29137,139,40.0,11,15,150000
29138,191,26.24,4,13,103000
29139,86,26.84,4,14,139000
29140,40,22.49,7,9,79500
29141,692,37.26,1,4,98000
29142,422,23.8,9,9,81000
29143,408,13.0,2,2,50000
29144,264,59.62,3,3,114000
29145,370,39.8,2,3,82000
29146,464,40.0,2,2,105000
29147,397,22.94,1,3,56000
29148,46,25.58,2,12,128000
29149,72,26.37,8,9,94500
29150,335,23.18,1,2,54000
29151,101,39.49,1,2,102000
29152,7,57.28,4,5,289000
29153,2,21.01,1,2,72000
29154,269,21.1,2,4,83000
29155,173,41.5,10,13,172000
29156,17,42.23,2,2,123000
29157,174,27.4,9,13,119000
29158,419,14.0,2,2,44000
29159,31,19.35,1,2,75000
29160,378,75.91,1,4,150000
29161,17,40.01,6,11,190000
29162,181,33.86,6,14,168000
29163,1,17.1,2,2,67000
29164,421,17.81,2,6,67000
29165,0,68.97,1,2,145000
29166,248,73.83,8,12,200000
29167,0,25.35,3,12,106000
29168,331,20.16,2,4,78000
29169,317,56.01,2,3,110500
29170,44,62.86,7,7,188000
29171,47,23.16,3,3,77500
29172,353,44.99,9,10,139000
29173,372,14.73,1,2,55000
29174,341,18.4,6,8,58000
29175,366,31.0,3,3,66000
29176,347,85.95,6,8,128000
29177,36,29.72,2,4,114000
29178,290,41.36,17,35,155000
29179,281,26.8,1,4,88000
29180,352,50.54,2,3,190000
29181,110,76.08,27,44,309000
29182,173,33.66,10,14,148000
29183,413,13.51,5,5,50000
29184,209,32.73,2,8,110000
29185,272,19.52,1,4,77000
29186,171,28.1,3,6,95000
29187,189,19.53,3,6,73000
29188,19,12.23,2,3,59000
29189,341,30.65,2,3,68000
29190,42,29.52,3,4,102500
29191,0,26.49,3,8,100000
29192,407,52.45,2,3,81000
29193,91,60.01,7,14,160000
29194,422,32.01,2,8,125000
29195,148,26.14,4,11,116000
29196,182,24.71,1,3,65000
29197,197,20.0,5,11,91000
29198,52,24.22,2,2,91000
29199,38,25.32,3,11,80500
29200,47,42.32,3,10,183000
29201,460,41.31,1,2,78000
29202,4,40.49,5,12,140000
29203,2,37.26,4,10,210000
29204,150,11.66,2,2,63000
29205,430,20.47,1,2,55000
29206,5,25.37,4,5,86000
29207,162,36.96,3,3,79000
29208,354,14.0,2,2,52000
29209,2,26.68,1,3,98000
29210,6,74.33,1,3,369000
29211,7,24.0,9,9,94000
29212,139,50.75,16,58,213000
29213,192,71.54,5,11,198000
29214,89,44.52,2,2,112000
29215,2,22.33,4,4,135000
29216,351,45.39,3,5,145000
29217,389,20.21,2,2,54000
29218,157,38.96,10,14,191000
29219,467,19.8,2,2,54000
29220,133,20.28,4,10,90000
29221,139,21.7,4,15,118000
29222,281,23.39,3,9,67000
29223,367,28.35,2,2,80000
29224,269,22.11,1,3,80000
29225,26,29.7,3,5,125000
29226,3,43.91,7,10,194000
29227,7,55.23,7,25,350000
29228,140,25.84,4,13,105000
29229,270,37.29,2,5,130000
29230,308,41.58,3,3,59000
29231,5,43.82,1,5,198000
29232,119,38.24,6,9,133000
29233,120,19.6,2,2,53000
29234,173,50.06,4,5,105000
29235,196,20.76,2,5,86000
29236,435,26.4,2,2,70000
29237,174,29.16,3,6,95000
29238,186,45.21,25,56,205000
29239,318,17.32,2,2,56000
29240,146,29.99,3,3,138000
29241,315,102.48,3,3,292000
29242,0,38.88,7,7,154000
29243,1,35.5,2,10,163000
29244,186,20.83,4,7,89000
29245,2,16.4,3,3,79000
29246,362,43.74,1,3,105000
29247,158,29.77,5,9,114000
29248,42,25.57,3,6,94000
29249,356,26.5,2,3,65000
29250,449,23.0,1,2,55000
29251,294,56.21,2,6,128000
29252,3,33.01,6,8,181000
29253,131,32.0,8,10,111000
29254,69,25.66,7,11,127000
29255,136,51.14,1,2,98500
29256,307,57.77,3,3,78000
29257,375,71.97,1,14,279000
29258,379,20.62,6,7,90000
29259,1,25.68,2,7,119500
29260,222,25.27,6,9,153000
29261,235,28.17,4,6,99000
29262,193,21.19,1,3,70000
29263,283,46.0,1,2,110000
29264,190,24.29,3,7,83000
29265,150,60.92,8,27,243000
29266,149,70.35,8,49,280000
29267,220,26.0,2,4,85000
29268,199,72.16,2,4,230000
29269,306,16.32,2,5,69000
29270,153,20.96,4,7,85000
29271,414,24.0,11,12,87000
29272,54,36.42,1,2,139000
29273,178,23.52,2,3,82000
29274,189,22.14,3,9,96000
29275,3,30.54,6,7,114000
29276,508,37.2,4,5,110000
29277,30,25.16,1,4,111000
29278,477,25.2,1,3,67000
29279,480,48.02,4,6,102000
29280,274,15.09,3,5,53000
29281,343,12.0,1,2,58000
29282,595,31.05,4,7,74000
29283,197,118.38,5,6,402000
29284,21,25.19,2,7,107000
29285,24,25.08,3,5,86000
29286,81,72.51,8,13,280000
29287,524,38.84,2,2,80000
29288,101,119.3,2,2,249000
29289,125,20.52,1,8,88000
29290,1,25.16,3,4,112000
29291,0,41.33,3,4,189000
29292,102,27.37,5,10,92500
29293,184,47.18,7,8,120000
29294,108,55.59,28,30,231000
29295,12,54.41,6,11,319000
29296,61,21.28,2,4,85000
29297,335,24.0,8,8,68000
29298,1,25.65,7,12,111000
29299,56,70.58,32,33,261000
29300,0,56.17,2,3,140000
29301,342,20.5,2,2,66000
29302,58,25.4,3,7,104000
29303,133,52.89,9,14,225000
29304,77,53.0,3,3,88000
29305,85,49.51,1,3,122500
